measure,location,sample_date,unit,value,id
Total dissolved phosphorus,Boonsri,5/28/2015,mg/l,0.044666667,11992
Total dissolved phosphorus,Boonsri,6/10/2015,mg/l,0.048333333,11993
Total dissolved phosphorus,Boonsri,6/17/2015,mg/l,0.063,11994
Total dissolved phosphorus,Boonsri,7/16/2015,mg/l,0.050333333,11995
Total dissolved phosphorus,Boonsri,7/24/2015,mg/l,0.031,11996
Total dissolved phosphorus,Boonsri,8/1/2015,mg/l,0.053,11997
Total dissolved phosphorus,Boonsri,8/20/2015,mg/l,0.034333333,11998
Total dissolved phosphorus,Boonsri,9/9/2015,mg/l,0.056333333,11999
Total dissolved phosphorus,Boonsri,9/17/2015,mg/l,0.056,12000
Total dissolved phosphorus,Boonsri,10/9/2015,mg/l,0.055,12001
Total dissolved phosphorus,Boonsri,10/21/2015,mg/l,0.054666667,12002
Total dissolved phosphorus,Boonsri,10/28/2015,mg/l,0.042,12003
Total dissolved phosphorus,Boonsri,11/11/2015,mg/l,0.044,12004
Total dissolved phosphorus,Boonsri,11/18/2015,mg/l,0.087,12005
Total dissolved phosphorus,Boonsri,11/26/2015,mg/l,0.049333333,12006
Total dissolved phosphorus,Boonsri,12/3/2015,mg/l,0.056,12007
Total dissolved phosphorus,Boonsri,12/9/2015,mg/l,0.05,12008
Total dissolved phosphorus,Boonsri,1/8/2016,mg/l,0.056333333,12009
Total dissolved phosphorus,Boonsri,1/22/2016,mg/l,0.053666667,12010
Total dissolved phosphorus,Boonsri,2/6/2016,mg/l,0.056,12011
Total dissolved phosphorus,Boonsri,2/17/2016,mg/l,0.032666667,12012
Total dissolved phosphorus,Boonsri,3/10/2016,mg/l,0.01,12013
Total dissolved phosphorus,Boonsri,3/17/2016,mg/l,0.015,12014
Total dissolved phosphorus,Boonsri,4/15/2016,mg/l,0.047,12015
Total dissolved phosphorus,Boonsri,4/28/2016,mg/l,0.056666667,12016
Total dissolved phosphorus,Boonsri,5/7/2016,mg/l,0.039,12017
Total dissolved phosphorus,Boonsri,5/28/2016,mg/l,0.027333333,12018
Total dissolved phosphorus,Boonsri,6/3/2016,mg/l,0.03,12019
Total dissolved phosphorus,Boonsri,6/16/2016,mg/l,0.043666667,12020
Total dissolved phosphorus,Boonsri,7/2/2016,mg/l,0.032333333,12021
Total dissolved phosphorus,Boonsri,7/10/2016,mg/l,0.032666667,12022
Total dissolved phosphorus,Boonsri,7/21/2016,mg/l,0.037333333,12023
Total dissolved phosphorus,Boonsri,8/5/2016,mg/l,0.056,12024
Total dissolved phosphorus,Boonsri,8/21/2016,mg/l,0.054,12025
Total dissolved phosphorus,Boonsri,8/27/2016,mg/l,0.046666667,12026
Total dissolved phosphorus,Boonsri,9/9/2016,mg/l,0.060333333,12027
Total dissolved phosphorus,Boonsri,9/22/2016,mg/l,0.046,12028
Total dissolved phosphorus,Boonsri,10/6/2016,mg/l,0.04,12029
Total dissolved phosphorus,Boonsri,10/20/2016,mg/l,0.074333333,12030
Total dissolved phosphorus,Boonsri,11/5/2016,mg/l,0.094,12031
Total dissolved phosphorus,Boonsri,11/17/2016,mg/l,0.084,12032
Total dissolved phosphorus,Boonsri,12/3/2016,mg/l,0.057,12033
Total dissolved phosphorus,Boonsri,12/10/2016,mg/l,0.048666667,12034
Total dissolved salts,Boonsri,1/14/2005,mg/l,225.6666667,12035
Total dissolved salts,Boonsri,1/28/2005,mg/l,249.3333333,12036
Total dissolved salts,Boonsri,2/11/2005,mg/l,262.6666667,12037
Total dissolved salts,Boonsri,2/24/2005,mg/l,291.6666667,12038
Total dissolved salts,Boonsri,3/11/2005,mg/l,261,12039
Total dissolved salts,Boonsri,3/25/2005,mg/l,277.3333333,12040
Total dissolved salts,Boonsri,4/8/2005,mg/l,274.6666667,12041
Total dissolved salts,Boonsri,4/22/2005,mg/l,219.6666667,12042
Total dissolved salts,Boonsri,5/13/2005,mg/l,203.3333333,12043
Total dissolved salts,Boonsri,5/28/2005,mg/l,194.3333333,12044
Total dissolved salts,Boonsri,6/10/2005,mg/l,187.6666667,12045
Total dissolved salts,Boonsri,6/24/2005,mg/l,187.3333333,12046
Total dissolved salts,Boonsri,7/8/2005,mg/l,190.3333333,12047
Total dissolved salts,Boonsri,7/22/2005,mg/l,197.3333333,12048
Total dissolved salts,Boonsri,8/12/2005,mg/l,187.6666667,12049
Total dissolved salts,Boonsri,8/26/2005,mg/l,198.3333333,12050
Total dissolved salts,Boonsri,9/9/2005,mg/l,200.6666667,12051
Total dissolved salts,Boonsri,9/23/2005,mg/l,229.3333333,12052
Total dissolved salts,Boonsri,10/2/2005,mg/l,267.6666667,12053
Total dissolved salts,Boonsri,10/21/2005,mg/l,242.3333333,12054
Total dissolved salts,Boonsri,11/6/2005,mg/l,223.6666667,12055
Total dissolved salts,Boonsri,11/25/2005,mg/l,232.6666667,12056
Total dissolved salts,Boonsri,12/2/2005,mg/l,249.3333333,12057
Total dissolved salts,Boonsri,12/16/2005,mg/l,246.6666667,12058
Total dissolved salts,Boonsri,1/13/2006,mg/l,261.3333333,12059
Total dissolved salts,Boonsri,1/27/2006,mg/l,239,12060
Total dissolved salts,Boonsri,2/10/2006,mg/l,220,12061
Total dissolved salts,Boonsri,2/24/2006,mg/l,230.3333333,12062
Total dissolved salts,Boonsri,3/9/2006,mg/l,235.3333333,12063
Total dissolved salts,Boonsri,3/23/2006,mg/l,221.6666667,12064
Total dissolved salts,Boonsri,4/6/2006,mg/l,203.6666667,12065
Total dissolved salts,Boonsri,4/27/2006,mg/l,188,12066
Total dissolved salts,Boonsri,5/3/2006,mg/l,222,12067
Total dissolved salts,Boonsri,5/25/2006,mg/l,200.3333333,12068
Total dissolved salts,Boonsri,6/8/2006,mg/l,193.3333333,12069
Total dissolved salts,Boonsri,6/22/2006,mg/l,232.6666667,12070
Total dissolved salts,Boonsri,7/13/2006,mg/l,201.6666667,12071
Total dissolved salts,Boonsri,7/27/2006,mg/l,232.6666667,12072
Total dissolved salts,Boonsri,8/10/2006,mg/l,916.3333333,12073
Total dissolved salts,Boonsri,8/24/2006,mg/l,207,12074
Total dissolved salts,Boonsri,9/7/2006,mg/l,235.3333333,12075
Total dissolved salts,Boonsri,9/21/2006,mg/l,310,12076
Total dissolved salts,Boonsri,10/12/2006,mg/l,272,12077
Total dissolved salts,Boonsri,10/26/2006,mg/l,250.6666667,12078
Total dissolved salts,Boonsri,11/9/2006,mg/l,242.6666667,12079
Total dissolved salts,Boonsri,11/23/2006,mg/l,231.6666667,12080
Total dissolved salts,Boonsri,12/7/2006,mg/l,213,12081
Total dissolved salts,Boonsri,12/21/2006,mg/l,246.6666667,12082
Total dissolved salts,Boonsri,1/11/2007,mg/l,244,12083
Total dissolved salts,Boonsri,1/25/2007,mg/l,275.6666667,12084
Total dissolved salts,Boonsri,2/8/2007,mg/l,270,12085
Total dissolved salts,Boonsri,2/22/2007,mg/l,277.6666667,12086
Total dissolved salts,Boonsri,3/9/2007,mg/l,284.3333333,12087
Total dissolved salts,Boonsri,3/22/2007,mg/l,238.6666667,12088
Total dissolved salts,Boonsri,4/6/2007,mg/l,225,12089
Total dissolved salts,Boonsri,4/19/2007,mg/l,160,12090
Total dissolved salts,Boonsri,5/10/2007,mg/l,230,12091
Total dissolved salts,Boonsri,5/24/2007,mg/l,215.3333333,12092
Total dissolved salts,Boonsri,6/7/2007,mg/l,230.3333333,12093
Total dissolved salts,Boonsri,6/21/2007,mg/l,227,12094
Total dissolved salts,Boonsri,7/5/2007,mg/l,238.6666667,12095
Total dissolved salts,Boonsri,7/19/2007,mg/l,222.6666667,12096
Total dissolved salts,Boonsri,8/23/2007,mg/l,218,12097
Total dissolved salts,Boonsri,9/20/2007,mg/l,261,12098
Total dissolved salts,Boonsri,10/25/2007,mg/l,265,12099
Total dissolved salts,Boonsri,11/15/2007,mg/l,304,12100
Total dissolved salts,Boonsri,11/22/2007,mg/l,352.3333333,12101
Total dissolved salts,Boonsri,12/20/2007,mg/l,274.3333333,12102
Total dissolved salts,Boonsri,1/10/2008,mg/l,246,12103
Total dissolved salts,Boonsri,1/24/2008,mg/l,360,12104
Total dissolved salts,Boonsri,2/6/2008,mg/l,364,12105
Total dissolved salts,Boonsri,2/21/2008,mg/l,292.6666667,12106
Total dissolved salts,Boonsri,3/21/2008,mg/l,267,12107
Total dissolved salts,Boonsri,5/16/2008,mg/l,235.3333333,12108
Total dissolved salts,Boonsri,6/20/2008,mg/l,226.3333333,12109
Total dissolved salts,Boonsri,7/11/2008,mg/l,227.3333333,12110
Total dissolved salts,Boonsri,7/25/2008,mg/l,246.6666667,12111
Total dissolved salts,Boonsri,8/3/2008,mg/l,230,12112
Total dissolved salts,Boonsri,8/10/2008,mg/l,243.3333333,12113
Total dissolved salts,Boonsri,8/22/2008,mg/l,231.6666667,12114
Total dissolved salts,Boonsri,8/28/2008,mg/l,242,12115
Total dissolved salts,Boonsri,9/5/2008,mg/l,231.6666667,12116
Total dissolved salts,Boonsri,9/13/2008,mg/l,257.5,12117
Total dissolved salts,Boonsri,9/18/2008,mg/l,202,12118
Total dissolved salts,Boonsri,9/26/2008,mg/l,251,12119
Total dissolved salts,Boonsri,10/3/2008,mg/l,248.6666667,12120
Total dissolved salts,Boonsri,10/10/2008,mg/l,250,12121
Total dissolved salts,Boonsri,10/17/2008,mg/l,265.3333333,12122
Total dissolved salts,Boonsri,10/24/2008,mg/l,281.6666667,12123
Total dissolved salts,Boonsri,11/1/2008,mg/l,293,12124
Total dissolved salts,Boonsri,11/28/2008,mg/l,285.6666667,12125
Total dissolved salts,Boonsri,12/12/2008,mg/l,272.6666667,12126
Total dissolved salts,Boonsri,1/11/2009,mg/l,273.3333333,12127
Total dissolved salts,Boonsri,1/29/2009,mg/l,223,12128
Total dissolved salts,Boonsri,2/14/2009,mg/l,223,12129
Total dissolved salts,Boonsri,2/27/2009,mg/l,246,12130
Total dissolved salts,Boonsri,3/6/2009,mg/l,236.6666667,12131
Total dissolved salts,Boonsri,3/19/2009,mg/l,229.6666667,12132
Total dissolved salts,Boonsri,4/12/2009,mg/l,262.6666667,12133
Total dissolved salts,Boonsri,4/23/2009,mg/l,253,12134
Total dissolved salts,Boonsri,5/4/2009,mg/l,249.6666667,12135
Total dissolved salts,Boonsri,5/21/2009,mg/l,247.6666667,12136
Total dissolved salts,Boonsri,6/12/2009,mg/l,212.3333333,12137
Total dissolved salts,Boonsri,6/25/2009,mg/l,222.6666667,12138
Total dissolved salts,Boonsri,7/12/2009,mg/l,223.6666667,12139
Total dissolved salts,Boonsri,7/23/2009,mg/l,217.3333333,12140
Total dissolved salts,Boonsri,8/21/2009,mg/l,247,12141
Total dissolved salts,Boonsri,9/9/2009,mg/l,236.3333333,12142
Total dissolved salts,Boonsri,10/22/2009,mg/l,251.6666667,12143
Total dissolved salts,Boonsri,11/7/2009,mg/l,251,12144
Total dissolved salts,Boonsri,12/13/2009,mg/l,233.3333333,12145
Total dissolved salts,Boonsri,1/28/2010,mg/l,287,12146
Total dissolved salts,Boonsri,2/18/2010,mg/l,256.3333333,12147
Total dissolved salts,Boonsri,3/25/2010,mg/l,237.6666667,12148
Total dissolved salts,Boonsri,4/22/2010,mg/l,216.3333333,12149
Total dissolved salts,Boonsri,5/19/2010,mg/l,210.6666667,12150
Total dissolved salts,Boonsri,6/23/2010,mg/l,209,12151
Total dissolved salts,Boonsri,7/24/2010,mg/l,218,12152
Total dissolved salts,Boonsri,8/18/2010,mg/l,227,12153
Total dissolved salts,Boonsri,9/25/2010,mg/l,230,12154
Total dissolved salts,Boonsri,10/21/2010,mg/l,257.3333333,12155
Total dissolved salts,Boonsri,11/18/2010,mg/l,271.3333333,12156
Total dissolved salts,Boonsri,12/16/2010,mg/l,251,12157
Total dissolved salts,Boonsri,1/20/2011,mg/l,233.6666667,12158
Total dissolved salts,Boonsri,2/17/2011,mg/l,248.3333333,12159
Total dissolved salts,Boonsri,3/19/2011,mg/l,303,12160
Total dissolved salts,Boonsri,4/23/2011,mg/l,213,12161
Total dissolved salts,Boonsri,5/18/2011,mg/l,209,12162
Total dissolved salts,Boonsri,6/23/2011,mg/l,210.3333333,12163
Total dissolved salts,Boonsri,7/20/2011,mg/l,198.6666667,12164
Total dissolved salts,Boonsri,8/18/2011,mg/l,223.6666667,12165
Total dissolved salts,Boonsri,9/28/2011,mg/l,212.3333333,12166
Total dissolved salts,Boonsri,10/26/2011,mg/l,243,12167
Total dissolved salts,Boonsri,11/26/2011,mg/l,251.3333333,12168
Total dissolved salts,Boonsri,12/14/2011,mg/l,279,12169
Total dissolved salts,Boonsri,1/26/2012,mg/l,232,12170
Total dissolved salts,Boonsri,2/15/2012,mg/l,322.6666667,12171
Total dissolved salts,Boonsri,3/24/2012,mg/l,255.3333333,12172
Total dissolved salts,Boonsri,4/15/2012,mg/l,215.6666667,12173
Total dissolved salts,Boonsri,5/10/2012,mg/l,258,12174
Total dissolved salts,Boonsri,5/25/2012,mg/l,219.3333333,12175
Total dissolved salts,Boonsri,6/17/2012,mg/l,227,12176
Total dissolved salts,Boonsri,7/20/2012,mg/l,263.6666667,12177
Total dissolved salts,Boonsri,8/23/2012,mg/l,247.3333333,12178
Total dissolved salts,Boonsri,9/23/2012,mg/l,253.3333333,12179
Total dissolved salts,Boonsri,10/29/2012,mg/l,305,12180
Total dissolved salts,Boonsri,11/17/2012,mg/l,293.3333333,12181
Total dissolved salts,Boonsri,12/13/2012,mg/l,219,12182
Total dissolved salts,Boonsri,1/17/2013,mg/l,310,12183
Total dissolved salts,Boonsri,2/21/2013,mg/l,345.6666667,12184
Total dissolved salts,Boonsri,3/15/2013,mg/l,337,12185
Total dissolved salts,Boonsri,4/14/2013,mg/l,324.6666667,12186
Total dissolved salts,Boonsri,5/17/2013,mg/l,281.3333333,12187
Total dissolved salts,Boonsri,6/20/2013,mg/l,240.6666667,12188
Total dissolved salts,Boonsri,7/19/2013,mg/l,240,12189
Total dissolved salts,Boonsri,8/16/2013,mg/l,226.3333333,12190
Total dissolved salts,Boonsri,9/26/2013,mg/l,253,12191
Total dissolved salts,Boonsri,10/18/2013,mg/l,266.3333333,12192
Total dissolved salts,Boonsri,11/14/2013,mg/l,267.3333333,12193
Total dissolved salts,Boonsri,12/14/2013,mg/l,318.6666667,12194
Total dissolved salts,Boonsri,1/23/2014,mg/l,267.6666667,12195
Total dissolved salts,Boonsri,2/24/2014,mg/l,285.3333333,12196
Total dissolved salts,Boonsri,3/15/2014,mg/l,262,12197
Total dissolved salts,Boonsri,3/20/2014,mg/l,267,12198
Total dissolved salts,Boonsri,4/11/2014,mg/l,196.3333333,12199
Total dissolved salts,Boonsri,4/23/2014,mg/l,192,12200
Total dissolved salts,Boonsri,5/16/2014,mg/l,191,12201
Total dissolved salts,Boonsri,5/22/2014,mg/l,195,12202
Total dissolved salts,Boonsri,6/14/2014,mg/l,199,12203
Total dissolved salts,Boonsri,6/21/2014,mg/l,200,12204
Total dissolved salts,Boonsri,7/16/2014,mg/l,208.6666667,12205
Total dissolved salts,Boonsri,7/23/2014,mg/l,198.6666667,12206
Total dissolved salts,Boonsri,8/1/2014,mg/l,199,12207
Total dissolved salts,Boonsri,8/27/2014,mg/l,218,12208
Total dissolved salts,Boonsri,9/10/2014,mg/l,260,12209
Total dissolved salts,Boonsri,9/17/2014,mg/l,239,12210
Total dissolved salts,Boonsri,10/11/2014,mg/l,266,12211
Total dissolved salts,Boonsri,10/23/2014,mg/l,247.3333333,12212
Total dissolved salts,Boonsri,10/31/2014,mg/l,249,12213
Total dissolved salts,Boonsri,11/12/2014,mg/l,254,12214
Total dissolved salts,Boonsri,11/19/2014,mg/l,240,12215
Total dissolved salts,Boonsri,11/27/2014,mg/l,252,12216
Total dissolved salts,Boonsri,12/5/2014,mg/l,252,12217
Total dissolved salts,Boonsri,12/11/2014,mg/l,251,12218
Total dissolved salts,Boonsri,1/9/2015,mg/l,261.6666667,12219
Total dissolved salts,Boonsri,2/18/2015,mg/l,257.3333333,12220
Total dissolved salts,Boonsri,3/19/2015,mg/l,242.6666667,12221
Total dissolved salts,Boonsri,4/22/2015,mg/l,228,12222
Total dissolved salts,Boonsri,5/15/2015,mg/l,218.6666667,12223
Total dissolved salts,Boonsri,6/17/2015,mg/l,210,12224
Total dissolved salts,Boonsri,7/16/2015,mg/l,232,12225
Total dissolved salts,Boonsri,8/20/2015,mg/l,232.6666667,12226
Total dissolved salts,Boonsri,9/9/2015,mg/l,246,12227
Total dissolved salts,Boonsri,10/21/2015,mg/l,258.6666667,12228
Total dissolved salts,Boonsri,11/11/2015,mg/l,271,12229
Total dissolved salts,Boonsri,12/9/2015,mg/l,257,12230
Total dissolved salts,Boonsri,1/8/2016,mg/l,278,12231
Total dissolved salts,Boonsri,2/17/2016,mg/l,259.3333333,12232
Total dissolved salts,Boonsri,3/17/2016,mg/l,232,12233
Total dissolved salts,Boonsri,4/28/2016,mg/l,223.3333333,12234
Total dissolved salts,Boonsri,5/28/2016,mg/l,218.3333333,12235
Total dissolved salts,Boonsri,6/16/2016,mg/l,227,12236
Total dissolved salts,Boonsri,7/21/2016,mg/l,215.6666667,12237
Total dissolved salts,Boonsri,8/21/2016,mg/l,244.6666667,12238
Total dissolved salts,Boonsri,9/22/2016,mg/l,235.3333333,12239
Total dissolved salts,Boonsri,10/20/2016,mg/l,286.3333333,12240
Total dissolved salts,Boonsri,11/17/2016,mg/l,264,12241
Total dissolved salts,Boonsri,12/10/2016,mg/l,269.6666667,12242
Total extractable matter,Boonsri,4/14/2000,mg/l,0.116666667,12243
Total extractable matter,Boonsri,6/9/2000,mg/l,0.08,12244
Total extractable matter,Boonsri,8/17/2000,mg/l,0.06,12245
Total extractable matter,Boonsri,10/6/2000,mg/l,0.063333333,12246
Total extractable matter,Boonsri,4/19/2001,mg/l,0.1,12247
Total extractable matter,Boonsri,6/6/2001,mg/l,0.12,12248
Total extractable matter,Boonsri,8/4/2001,mg/l,0.153333333,12249
Total extractable matter,Boonsri,2/12/2004,mg/l,0,12250
Total extractable matter,Boonsri,5/7/2004,mg/l,0,12251
Total hardness,Boonsri,1/14/2005,mg/l,103.5066657,12252
Total hardness,Boonsri,1/28/2005,mg/l,110.8799997,12253
Total hardness,Boonsri,2/11/2005,mg/l,118.906667,12254
Total hardness,Boonsri,2/24/2005,mg/l,128.0533343,12255
Total hardness,Boonsri,3/11/2005,mg/l,116.1066667,12256
Total hardness,Boonsri,3/25/2005,mg/l,115.1733323,12257
Total hardness,Boonsri,4/8/2005,mg/l,120.4000017,12258
Total hardness,Boonsri,4/22/2005,mg/l,101.4533337,12259
Total hardness,Boonsri,5/13/2005,mg/l,96.53333033,12260
Total hardness,Boonsri,5/28/2005,mg/l,85.30000033,12261
Total hardness,Boonsri,6/10/2005,mg/l,83.81333433,12262
Total hardness,Boonsri,6/24/2005,mg/l,81.01333367,12263
Total hardness,Boonsri,7/8/2005,mg/l,86.89333367,12264
Total hardness,Boonsri,7/22/2005,mg/l,84.27999867,12265
Total hardness,Boonsri,8/12/2005,mg/l,77.466667,12266
Total hardness,Boonsri,8/26/2005,mg/l,86.65000167,12267
Total hardness,Boonsri,9/9/2005,mg/l,82.86333167,12268
Total hardness,Boonsri,9/23/2005,mg/l,94.17333467,12269
Total hardness,Boonsri,10/2/2005,mg/l,108.5466663,12270
Total hardness,Boonsri,10/21/2005,mg/l,105.7466663,12271
Total hardness,Boonsri,11/6/2005,mg/l,98.09333,12272
Total hardness,Boonsri,11/25/2005,mg/l,98.27999867,12273
Total hardness,Boonsri,12/2/2005,mg/l,108.5466667,12274
Total hardness,Boonsri,1/27/2006,mg/l,100.1466667,12275
Total hardness,Boonsri,2/10/2006,mg/l,94.82666667,12276
Total hardness,Boonsri,2/24/2006,mg/l,94.26666667,12277
Total hardness,Boonsri,3/9/2006,mg/l,96.36666667,12278
Total hardness,Boonsri,4/6/2006,mg/l,85.91333333,12279
Total hardness,Boonsri,5/3/2006,mg/l,94.82666667,12280
Total hardness,Boonsri,5/25/2006,mg/l,86.03333333,12281
Total hardness,Boonsri,6/8/2006,mg/l,83.90666667,12282
Total hardness,Boonsri,6/22/2006,mg/l,97.56666667,12283
Total hardness,Boonsri,7/13/2006,mg/l,88.43333333,12284
Total hardness,Boonsri,7/27/2006,mg/l,87.66666667,12285
Total hardness,Boonsri,8/10/2006,mg/l,88.5,12286
Total hardness,Boonsri,8/24/2006,mg/l,89.56666667,12287
Total hardness,Boonsri,9/7/2006,mg/l,91.03333333,12288
Total hardness,Boonsri,9/21/2006,mg/l,98,12289
Total hardness,Boonsri,10/12/2006,mg/l,110.32,12290
Total hardness,Boonsri,10/26/2006,mg/l,106,12291
Total hardness,Boonsri,11/9/2006,mg/l,99.63333333,12292
Total hardness,Boonsri,11/23/2006,mg/l,99.63333333,12293
Total hardness,Boonsri,12/7/2006,mg/l,97.5,12294
Total hardness,Boonsri,12/21/2006,mg/l,110.8333333,12295
Total hardness,Boonsri,1/11/2007,mg/l,98.33333333,12296
Total hardness,Boonsri,1/25/2007,mg/l,110.9333333,12297
Total hardness,Boonsri,2/8/2007,mg/l,113.1,12298
Total hardness,Boonsri,2/22/2007,mg/l,112.3333333,12299
Total hardness,Boonsri,3/9/2007,mg/l,110.8333333,12300
Total hardness,Boonsri,3/22/2007,mg/l,96,12301
Total hardness,Boonsri,4/6/2007,mg/l,95.33333333,12302
Total hardness,Boonsri,4/19/2007,mg/l,62.72,12303
Total hardness,Boonsri,5/10/2007,mg/l,95.53333333,12304
Total hardness,Boonsri,5/24/2007,mg/l,91.8,12305
Total hardness,Boonsri,6/7/2007,mg/l,94.8,12306
Total hardness,Boonsri,6/21/2007,mg/l,99.7,12307
Total hardness,Boonsri,7/5/2007,mg/l,227.3333333,12308
Total hardness,Boonsri,7/19/2007,mg/l,96.32,12309
Total hardness,Boonsri,8/23/2007,mg/l,93.9,12310
Total hardness,Boonsri,9/20/2007,mg/l,112.2333333,12311
Total hardness,Boonsri,10/25/2007,mg/l,110.8,12312
Total hardness,Boonsri,11/15/2007,mg/l,128.8,12313
Total hardness,Boonsri,11/22/2007,mg/l,150.1333333,12314
Total hardness,Boonsri,12/20/2007,mg/l,112.4333333,12315
Total hardness,Boonsri,1/10/2008,mg/l,99.53333333,12316
Total hardness,Boonsri,1/24/2008,mg/l,14.72,12317
Total hardness,Boonsri,2/6/2008,mg/l,147.8,12318
Total hardness,Boonsri,2/21/2008,mg/l,117.2,12319
Total hardness,Boonsri,3/21/2008,mg/l,109.3333333,12320
Total hardness,Boonsri,5/16/2008,mg/l,185.0333333,12321
Total hardness,Boonsri,6/20/2008,mg/l,96.93333333,12322
Total hardness,Boonsri,7/11/2008,mg/l,93.89333333,12323
Total hardness,Boonsri,7/25/2008,mg/l,108.6666667,12324
Total hardness,Boonsri,8/3/2008,mg/l,99.12,12325
Total hardness,Boonsri,8/10/2008,mg/l,105,12326
Total hardness,Boonsri,8/22/2008,mg/l,97.72,12327
Total hardness,Boonsri,8/28/2008,mg/l,105.9,12328
Total hardness,Boonsri,9/5/2008,mg/l,107.52,12329
Total hardness,Boonsri,9/13/2008,mg/l,117.32,12330
Total hardness,Boonsri,9/18/2008,mg/l,104.16,12331
Total hardness,Boonsri,9/26/2008,mg/l,109.2,12332
Total hardness,Boonsri,10/3/2008,mg/l,109.76,12333
Total hardness,Boonsri,10/10/2008,mg/l,106.68,12334
Total hardness,Boonsri,10/17/2008,mg/l,120.96,12335
Total hardness,Boonsri,10/24/2008,mg/l,123.3866667,12336
Total hardness,Boonsri,11/1/2008,mg/l,106.68,12337
Total hardness,Boonsri,11/28/2008,mg/l,117.9733333,12338
Total hardness,Boonsri,12/12/2008,mg/l,123.3866667,12339
Total hardness,Boonsri,1/11/2009,mg/l,117.1333333,12340
Total hardness,Boonsri,1/29/2009,mg/l,96.6,12341
Total hardness,Boonsri,2/14/2009,mg/l,94.26666667,12342
Total hardness,Boonsri,2/27/2009,mg/l,104.6266667,12343
Total hardness,Boonsri,3/6/2009,mg/l,107.7066667,12344
Total hardness,Boonsri,3/19/2009,mg/l,96.69333333,12345
Total hardness,Boonsri,4/12/2009,mg/l,114.9,12346
Total hardness,Boonsri,4/23/2009,mg/l,108.6,12347
Total hardness,Boonsri,5/4/2009,mg/l,105.4,12348
Total hardness,Boonsri,5/21/2009,mg/l,105.4333333,12349
Total hardness,Boonsri,6/12/2009,mg/l,92.43333333,12350
Total hardness,Boonsri,6/25/2009,mg/l,97.6,12351
Total hardness,Boonsri,7/12/2009,mg/l,95.6,12352
Total hardness,Boonsri,7/23/2009,mg/l,92.76666667,12353
Total hardness,Boonsri,8/21/2009,mg/l,106.4,12354
Total hardness,Boonsri,9/9/2009,mg/l,100.9666667,12355
Total hardness,Boonsri,10/22/2009,mg/l,114.3,12356
Total hardness,Boonsri,11/7/2009,mg/l,115.7333333,12357
Total hardness,Boonsri,12/13/2009,mg/l,104.72,12358
Total hardness,Boonsri,1/28/2010,mg/l,122.36,12359
Total hardness,Boonsri,2/18/2010,mg/l,110.1333333,12360
Total hardness,Boonsri,3/25/2010,mg/l,101.8266667,12361
Total hardness,Boonsri,4/22/2010,mg/l,93.98666667,12362
Total hardness,Boonsri,5/19/2010,mg/l,92.49333333,12363
Total hardness,Boonsri,6/23/2010,mg/l,92.58666667,12364
Total hardness,Boonsri,7/24/2010,mg/l,93.33333333,12365
Total hardness,Boonsri,8/18/2010,mg/l,96.32,12366
Total hardness,Boonsri,9/25/2010,mg/l,100.8,12367
Total hardness,Boonsri,10/21/2010,mg/l,121.7066667,12368
Total hardness,Boonsri,11/18/2010,mg/l,115.5466667,12369
Total hardness,Boonsri,12/16/2010,mg/l,105.84,12370
Total hardness,Boonsri,1/20/2011,mg/l,3.726666667,12371
Total hardness,Boonsri,2/17/2011,mg/l,3.883333333,12372
Total hardness,Boonsri,3/19/2011,mg/l,4.803333333,12373
Total hardness,Boonsri,4/23/2011,mg/l,3.2,12374
Total hardness,Boonsri,5/18/2011,mg/l,3.64,12375
Total hardness,Boonsri,6/23/2011,mg/l,3.203333333,12376
Total hardness,Boonsri,7/20/2011,mg/l,3.06,12377
Total hardness,Boonsri,8/18/2011,mg/l,3.566666667,12378
Total hardness,Boonsri,9/28/2011,mg/l,3.753333333,12379
Total hardness,Boonsri,10/26/2011,mg/l,3.71,12380
Total hardness,Boonsri,11/26/2011,mg/l,4.056666667,12381
Total hardness,Boonsri,12/14/2011,mg/l,4.383333333,12382
Total hardness,Boonsri,1/26/2012,mg/l,5.45,12383
Total hardness,Boonsri,2/15/2012,mg/l,4.533333333,12384
Total hardness,Boonsri,3/24/2012,mg/l,3.94,12385
Total hardness,Boonsri,4/15/2012,mg/l,3.7,12386
Total hardness,Boonsri,5/10/2012,mg/l,4.46,12387
Total hardness,Boonsri,5/25/2012,mg/l,3.686666667,12388
Total hardness,Boonsri,6/17/2012,mg/l,3.26,12389
Total hardness,Boonsri,7/20/2012,mg/l,4.02,12390
Total hardness,Boonsri,8/23/2012,mg/l,4.706666667,12391
Total hardness,Boonsri,9/23/2012,mg/l,4.12,12392
Total hardness,Boonsri,10/29/2012,mg/l,4.593333333,12393
Total hardness,Boonsri,11/17/2012,mg/l,4.443333333,12394
Total hardness,Boonsri,12/13/2012,mg/l,4.61,12395
Total hardness,Boonsri,1/23/2014,mg/l,184.3566667,12396
Total hardness,Boonsri,2/24/2014,mg/l,193.69,12397
Total hardness,Boonsri,3/15/2014,mg/l,179.01,12398
Total hardness,Boonsri,3/20/2014,mg/l,196.3033333,12399
Total hardness,Boonsri,4/11/2014,mg/l,168.22,12400
Total hardness,Boonsri,4/23/2014,mg/l,166.8466667,12401
Total hardness,Boonsri,5/16/2014,mg/l,177.3366667,12402
Total hardness,Boonsri,5/22/2014,mg/l,181.58,12403
