Country,Lat,Lon,Number of Records,Year,child_mortality,fertility,gdp,life,population,region
Bosnia and Herzegovina,44.342,17.804,1,2005,8.2,1.199,7751,75.226,3781001,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2006,8.3,1.199,8242,75.337,3781588,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2007,8.2,1.207,8820,75.471,3779034,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2008,8.1,1.218,9316,75.608,3774164,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2009,7.8,1.23,9063,75.75,3767683,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2010,7.5,1.242,9145,75.898,3760149,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2011,7.2,1.255,9248,76.053,3752228,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2012,6.9,1.268,9149,76.211,3744235,Europe & Central Asia
Bosnia and Herzegovina,44.342,17.804,1,2013,6.6,1.283,9387,76.37,3735880,Europe & Central Asia
Botswana,-22.126,23.662,1,1964,152.8,6.681,1038,52.035,579518,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1965,148.7,6.693,1055,52.384,595697,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1966,144.7,6.698,1142,52.764,612903,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1967,140.6,6.696,1240,53.186,631226,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1968,136.5,6.686,1347,53.659,650676,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1969,132.2,6.667,1455,54.184,671247,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1970,127.7,6.641,1567,54.759,692959,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1971,123.1,6.611,1810,55.379,715745,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1972,118.1,6.579,2317,56.027,739683,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1973,113.1,6.546,2722,56.686,765101,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1974,107.8,6.512,3152,57.344,792432,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1975,102.4,6.477,2969,57.99,821942,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1976,96.9,6.44,3354,58.616,853774,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1977,91.2,6.399,3298,59.219,887716,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1978,85.8,6.35,3736,59.796,923234,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1979,80.5,6.291,3920,60.341,959584,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1980,75.5,6.217,4292,60.859,996211,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1981,70.8,6.125,4520,61.364,1032889,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1982,66.6,6.012,4679,61.858,1069707,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1983,62.8,5.88,5224,62.331,1106802,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1984,59.3,5.731,5608,62.762,1144442,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1985,56.4,5.567,5822,63.13,1182803,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1986,54,5.393,6065,63.41,1221790,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1987,52,5.214,6393,63.573,1261235,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1988,50.8,5.036,7173,63.591,1301146,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1989,50.3,4.863,7856,63.437,1341540,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1990,50.7,4.698,8075,63.068,1382371,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1991,51.8,4.542,8430,62.444,1423570,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1992,53.3,4.394,8436,61.572,1464924,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1993,55.4,4.252,8368,60.477,1506037,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1994,57.9,4.117,8449,59.195,1546414,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1995,60.6,3.989,8823,57.771,1585637,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1996,63.2,3.866,9121,56.256,1623704,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1997,65.5,3.746,9637,54.715,1660538,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1998,67.7,3.631,9507,53.217,1695587,Sub-Saharan Africa
Botswana,-22.126,23.662,1,1999,70.4,3.519,10228,51.818,1728179,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2000,71.5,3.413,10250,50.567,1757925,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2001,71.1,3.316,10115,49.492,1784449,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2002,70.4,3.227,10577,48.586,1808103,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2003,70.3,3.148,10923,47.839,1830127,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2004,69.9,3.079,11085,47.257,1852243,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2005,65.6,3.017,11460,46.836,1875673,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2006,62.7,2.962,12241,46.565,1900905,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2007,64,2.91,13170,46.422,1927540,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2008,63.8,2.86,13858,46.384,1954822,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2009,62.1,2.811,12680,46.441,1981576,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2010,60.3,2.761,13642,46.588,2006945,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2011,59.6,2.712,14341,46.824,2030738,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2012,57.6,2.665,14905,47.152,2053237,Sub-Saharan Africa
Botswana,-22.126,23.662,1,2013,55.5,2.619,16155,47.572,2074616,Sub-Saharan Africa
Brazil,-11.694,-48.978,1,1964,154.2,5.953,4707,56.521,82021855,America
Brazil,-11.694,-48.978,1,1965,150.6,5.815,4671,56.935,84388983,America
Brazil,-11.694,-48.978,1,1966,147.2,5.658,4836,57.334,86735163,America
Brazil,-11.694,-48.978,1,1967,143.9,5.491,4888,57.722,89068235,America
Brazil,-11.694,-48.978,1,1968,140.7,5.326,5215,58.105,91394916,America
Brazil,-11.694,-48.978,1,1969,137.3,5.168,5550,58.484,93727990,America
Brazil,-11.694,-48.978,1,1970,133.7,5.024,5930,58.865,96078304,America
Brazil,-11.694,-48.978,1,1971,130.1,4.896,6463,59.251,98445131,America
Brazil,-11.694,-48.978,1,1972,126.4,4.782,7082,59.644,100828667,America
Brazil,-11.694,-48.978,1,1973,122.7,4.679,7904,60.042,103242395,America
Brazil,-11.694,-48.978,1,1974,119.1,4.585,8362,60.443,105703409,America
Brazil,-11.694,-48.978,1,1975,115.6,4.499,8595,60.844,108224080,America
Brazil,-11.694,-48.978,1,1976,111.9,4.418,9274,61.236,110804816,America
Brazil,-11.694,-48.978,1,1977,108.2,4.339,9512,61.615,113442106,America
Brazil,-11.694,-48.978,1,1978,104.2,4.256,9759,61.978,116138507,America
Brazil,-11.694,-48.978,1,1979,100,4.169,10187,62.328,118895875,America
Brazil,-11.694,-48.978,1,1980,95.6,4.073,10922,62.669,121711864,America
Brazil,-11.694,-48.978,1,1981,91.1,3.966,10224,63.008,124588432,America
Brazil,-11.694,-48.978,1,1982,86.8,3.848,10094,63.353,127514673,America
Brazil,-11.694,-48.978,1,1983,82.6,3.721,9590,63.71,130459023,America
Brazil,-11.694,-48.978,1,1984,78.8,3.587,9913,64.081,133380123,America
Brazil,-11.694,-48.978,1,1985,75.3,3.449,10495,64.466,136246764,America
Brazil,-11.694,-48.978,1,1986,72.1,3.308,11079,64.862,139049440,America
Brazil,-11.694,-48.978,1,1987,69.1,3.17,11267,65.264,141791325,America
Brazil,-11.694,-48.978,1,1988,66.3,3.039,11062,65.667,144470377,America
Brazil,-11.694,-48.978,1,1989,63.7,2.917,11226,66.068,147088677,America
Brazil,-11.694,-48.978,1,1990,61.1,2.809,10331,66.468,149650206,America
Brazil,-11.694,-48.978,1,1991,58.5,2.717,10315,66.867,152146887,America
Brazil,-11.694,-48.978,1,1992,55.7,2.643,10104,67.267,154582103,America
Brazil,-11.694,-48.978,1,1993,52.8,2.583,10413,67.668,156985824,America
Brazil,-11.694,-48.978,1,1994,49.8,2.537,10802,68.066,159398558,America
Brazil,-11.694,-48.978,1,1995,46.7,2.502,11108,68.46,161848162,America
Brazil,-11.694,-48.978,1,1996,43.6,2.474,11178,68.846,164342524,America
Brazil,-11.694,-48.978,1,1997,40.6,2.451,11382,69.221,166869168,America
Brazil,-11.694,-48.978,1,1998,37.7,2.427,11250,69.582,169409713,America
Brazil,-11.694,-48.978,1,1999,35,2.399,11139,69.929,171936271,America
Brazil,-11.694,-48.978,1,2000,32.4,2.364,11461,70.261,174425387,America
Brazil,-11.694,-48.978,1,2001,30.1,2.318,11446,70.578,176877135,America
Brazil,-11.694,-48.978,1,2002,27.9,2.264,11638,70.882,179289227,America
Brazil,-11.694,-48.978,1,2003,25.9,2.202,11627,71.177,181633074,America
Brazil,-11.694,-48.978,1,2004,24.1,2.135,12135,71.463,183873377,America
Brazil,-11.694,-48.978,1,2005,22.5,2.066,12373,71.745,185986964,America
Brazil,-11.694,-48.978,1,2006,21,2.001,12732,72.022,187958211,America
Brazil,-11.694,-48.978,1,2007,19.7,1.944,13364,72.298,189798070,America
Brazil,-11.694,-48.978,1,2008,18.6,1.897,13906,72.572,191543237,America
Brazil,-11.694,-48.978,1,2009,17.6,1.862,13749,72.846,193246610,America
Brazil,-11.694,-48.978,1,2010,16.7,1.838,14660,73.121,194946470,America
Brazil,-11.694,-48.978,1,2011,15.9,1.822,15101,73.395,196655014,America
Brazil,-11.694,-48.978,1,2012,15.1,1.811,15234,73.667,198360943,America
Brazil,-11.694,-48.978,1,2013,14.4,1.801,15518,73.937,200050487,America
Brunei,4.452,114.557,1,1964,83.12,6.227,67522,64.599,95191,East Asia & Pacific
Brunei,4.452,114.557,1,1965,79.42,6.068,68582,65.078,99536,East Asia & Pacific
Brunei,4.452,114.557,1,1966,76.33,5.918,69658,65.536,104130,East Asia & Pacific
Brunei,4.452,114.557,1,1967,72.75,5.804,70751,65.975,108968,East Asia & Pacific
Brunei,4.452,114.557,1,1968,69.88,5.742,71861,66.403,114068,East Asia & Pacific
Brunei,4.452,114.557,1,1969,67.14,5.731,72988,66.821,119440,East Asia & Pacific
Brunei,4.452,114.557,1,1970,64.55,5.751,74132,67.231,125088,East Asia & Pacific
Brunei,4.452,114.557,1,1971,62.1,5.771,78230,67.632,131010,East Asia & Pacific
Brunei,4.452,114.557,1,1972,59.75,5.758,82612,68.025,137181,East Asia & Pacific
Brunei,4.452,114.557,1,1973,52.13,5.687,86923,68.407,143548,East Asia & Pacific
Brunei,4.452,114.557,1,1974,45.48,5.555,93231,68.779,150039,East Asia & Pacific
Brunei,4.452,114.557,1,1975,39.68,5.365,89842,69.139,156595,East Asia & Pacific
Brunei,4.452,114.557,1,1976,34.62,5.132,103744,69.486,163208,East Asia & Pacific
Brunei,4.452,114.557,1,1977,30.2,4.884,110729,69.82,169865,East Asia & Pacific
Brunei,4.452,114.557,1,1978,26.35,4.645,113988,70.141,176488,East Asia & Pacific
Brunei,4.452,114.557,1,1979,22.99,4.429,134864,70.451,182986,East Asia & Pacific
Brunei,4.452,114.557,1,1980,28.09,4.246,121356,70.751,189300,East Asia & Pacific
Brunei,4.452,114.557,1,1981,17.5,4.103,94314,71.044,195394,East Asia & Pacific
Brunei,4.452,114.557,1,1982,16.8,3.992,95207,71.332,201301,East Asia & Pacific
Brunei,4.452,114.557,1,1983,16.1,3.906,93016,71.616,207122,East Asia & Pacific
Brunei,4.452,114.557,1,1984,15.4,3.843,90992,71.898,213002,East Asia & Pacific
Brunei,4.452,114.557,1,1985,14.8,3.794,87154,72.18,219050,East Asia & Pacific
Brunei,4.452,114.557,1,1986,14.1,3.755,82425,72.461,225288,East Asia & Pacific
Brunei,4.452,114.557,1,1987,13.5,3.715,81711,72.74,231700,East Asia & Pacific
Brunei,4.452,114.557,1,1988,13,3.668,80275,73.015,238305,East Asia & Pacific
Brunei,4.452,114.557,1,1989,12.6,3.608,77184,73.287,245112,East Asia & Pacific
Brunei,4.452,114.557,1,1990,12.2,3.532,77076,73.554,252125,East Asia & Pacific
Brunei,4.452,114.557,1,1991,11.9,3.435,77275,73.814,259357,East Asia & Pacific
Brunei,4.452,114.557,1,1992,11.6,3.321,78688,74.067,266794,East Asia & Pacific
Brunei,4.452,114.557,1,1993,11.3,3.197,76750,74.313,274371,East Asia & Pacific
Brunei,4.452,114.557,1,1994,10.9,3.064,77038,74.552,282000,East Asia & Pacific
Brunei,4.452,114.557,1,1995,10.6,2.929,78406,74.786,289614,East Asia & Pacific
Brunei,4.452,114.557,1,1996,10.3,2.798,78661,75.016,297188,East Asia & Pacific
Brunei,4.452,114.557,1,1997,10,2.677,75654,75.245,304726,East Asia & Pacific
Brunei,4.452,114.557,1,1998,9.8,2.569,73498,75.473,312216,East Asia & Pacific
Brunei,4.452,114.557,1,1999,9.6,2.477,74041,75.701,319654,East Asia & Pacific
Brunei,4.452,114.557,1,2000,9.5,2.401,74475,75.927,327036,East Asia & Pacific
Brunei,4.452,114.557,1,2001,9.3,2.341,74868,76.15,334348,East Asia & Pacific
Brunei,4.452,114.557,1,2002,9.3,2.292,76130,76.367,341585,East Asia & Pacific
Brunei,4.452,114.557,1,2003,9.2,2.249,76737,76.578,348771,East Asia & Pacific
Brunei,4.452,114.557,1,2004,9.1,2.211,75596,76.783,355943,East Asia & Pacific
Brunei,4.452,114.557,1,2005,9,2.177,74441,76.982,363123,East Asia & Pacific
Brunei,4.452,114.557,1,2006,9,2.147,76287,77.178,370317,East Asia & Pacific
Brunei,4.452,114.557,1,2007,9,2.119,75054,77.372,377513,East Asia & Pacific
Brunei,4.452,114.557,1,2008,9,2.095,72351,77.566,384695,East Asia & Pacific
Brunei,4.452,114.557,1,2009,9.1,2.072,69924,77.76,391837,East Asia & Pacific
Brunei,4.452,114.557,1,2010,9.3,2.051,70636,77.956,398920,East Asia & Pacific
Brunei,4.452,114.557,1,2011,9.5,2.031,71991,78.153,405938,East Asia & Pacific
Brunei,4.452,114.557,1,2012,9.8,2.012,71664,78.35,412892,East Asia & Pacific
Brunei,4.452,114.557,1,2013,10,1.994,69474,78.547,419772,East Asia & Pacific
Bulgaria,42.625,24.521,1,1964,45.6,2.181,6110,71.14,8140705,Europe & Central Asia
Bulgaria,42.625,24.521,1,1965,45,2.165,6432,71.3,8204095,Europe & Central Asia
Bulgaria,42.625,24.521,1,1966,44.5,2.151,6891,71.23,8265527,Europe & Central Asia
Bulgaria,42.625,24.521,1,1967,43.8,2.14,7216,70.42,8324589,Europe & Central Asia
Bulgaria,42.625,24.521,1,1968,42.6,2.133,7296,71.25,8381450,Europe & Central Asia
Bulgaria,42.625,24.521,1,1969,40.9,2.132,7592,70.43,8436396,Europe & Central Asia
Bulgaria,42.625,24.521,1,1970,38.9,2.135,7971,71.27,8489572,Europe & Central Asia
Bulgaria,42.625,24.521,1,1971,37.3,2.144,8186,70.87,8541136,Europe & Central Asia
Bulgaria,42.625,24.521,1,1972,36.2,2.155,8534,70.9,8590839,Europe & Central Asia
Bulgaria,42.625,24.521,1,1973,35.6,2.169,8824,71.34,8637941,Europe & Central Asia
Bulgaria,42.625,24.521,1,1974,35,2.181,9040,71.2,8681449,Europe & Central Asia
Bulgaria,42.625,24.521,1,1975,34.3,2.19,9736,71.05,8720706,Europe & Central Asia
Bulgaria,42.625,24.521,1,1976,33.5,2.191,9987,71.38,8754869,Europe & Central Asia
Bulgaria,42.625,24.521,1,1977,32.5,2.184,9844,70.81,8784175,Europe & Central Asia
Bulgaria,42.625,24.521,1,1978,31.2,2.168,10048,71.17,8810299,Europe & Central Asia
Bulgaria,42.625,24.521,1,1979,30,2.143,10425,71.27,8835614,Europe & Central Asia
Bulgaria,42.625,24.521,1,1980,28.7,2.113,10088,71.1,8861536,Europe & Central Asia
Bulgaria,42.625,24.521,1,1981,27.6,2.082,10325,71.49,8888449,Europe & Central Asia
Bulgaria,42.625,24.521,1,1982,26.6,2.055,10631,71.08,8914880,Europe & Central Asia
Bulgaria,42.625,24.521,1,1983,25.7,2.033,10408,71.25,8938068,Europe & Central Asia
Bulgaria,42.625,24.521,1,1984,24.7,2.015,10730,71.35,8954236,Europe & Central Asia
Bulgaria,42.625,24.521,1,1985,23.6,1.997,10388,71.07,8960417,Europe & Central Asia
Bulgaria,42.625,24.521,1,1986,22.5,1.976,10643,71.55,8956687,Europe & Central Asia
Bulgaria,42.625,24.521,1,1987,21.8,1.944,10646,71.34,8943245,Europe & Central Asia
Bulgaria,42.625,24.521,1,1988,21.4,1.899,10567,71.4,8917563,Europe & Central Asia
Bulgaria,42.625,24.521,1,1989,21.5,1.841,10367,71.46,8876627,Europe & Central Asia
Bulgaria,42.625,24.521,1,1990,22.1,1.769,9333,71.31,8818915,Europe & Central Asia
Bulgaria,42.625,24.521,1,1991,22.6,1.686,8630,71.19,8743034,Europe & Central Asia
Bulgaria,42.625,24.521,1,1992,22.9,1.597,8089,71.19,8651284,Europe & Central Asia
Bulgaria,42.625,24.521,1,1993,23,1.507,8033,71.18,8550495,Europe & Central Asia
Bulgaria,42.625,24.521,1,1994,23.1,1.421,8207,70.85,8449971,Europe & Central Asia
Bulgaria,42.625,24.521,1,1995,23.2,1.344,8479,70.95,8356624,Europe & Central Asia
Bulgaria,42.625,24.521,1,1996,23.2,1.28,8659,70.85,8273011,Europe & Central Asia
Bulgaria,42.625,24.521,1,1997,23.1,1.231,8617,70.32,8198008,Europe & Central Asia
Bulgaria,42.625,24.521,1,1998,22.7,1.198,8976,70.91,8130284,Europe & Central Asia
Bulgaria,42.625,24.521,1,1999,22,1.181,8516,71.57,8067041,Europe & Central Asia
Bulgaria,42.625,24.521,1,2000,21.1,1.181,9075,71.59,8006158,Europe & Central Asia
Bulgaria,42.625,24.521,1,2001,20.1,1.195,9596,71.9,7947761,Europe & Central Asia
Bulgaria,42.625,24.521,1,2002,19.1,1.221,10220,72.14,7892666,Europe & Central Asia
Bulgaria,42.625,24.521,1,2003,18.1,1.254,10829,72.35,7840117,Europe & Central Asia
Bulgaria,42.625,24.521,1,2004,17,1.29,11602,72.54,7789180,Europe & Central Asia
Bulgaria,42.625,24.521,1,2005,15.9,1.328,12359,72.53,7739115,Europe & Central Asia
Bulgaria,42.625,24.521,1,2006,15,1.365,13228,72.64,7689520,Europe & Central Asia
Bulgaria,42.625,24.521,1,2007,14.3,1.4,14430,72.95,7640283,Europe & Central Asia
Bulgaria,42.625,24.521,1,2008,13.7,1.433,15368,73.317,7591322,Europe & Central Asia
Bulgaria,42.625,24.521,1,2009,13.3,1.461,14692,73.132,7542674,Europe & Central Asia
Bulgaria,42.625,24.521,1,2010,13,1.485,14886,73.243,7494332,Europe & Central Asia
Bulgaria,42.625,24.521,1,2011,12.6,1.506,15278,73.347,7446135,Europe & Central Asia
Bulgaria,42.625,24.521,1,2012,12.1,1.524,15443,73.448,7397873,Europe & Central Asia
Bulgaria,42.625,24.521,1,2013,11.6,1.541,15695,73.549,7349462,Europe & Central Asia
Burkina Faso,12.673,-1.226,1,1964,331,6.414,711,36.331,5195464,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1965,328,6.454,731,36.815,5284154,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1966,325.2,6.493,726,37.291,5378861,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1967,322.9,6.53,781,37.754,5479285,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1968,321.4,6.563,794,38.207,5584807,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1969,320.1,6.593,799,38.652,5694428,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1970,319.1,6.623,790,39.095,5807492,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1971,317.3,6.657,810,39.542,5923949,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1972,313.9,6.697,830,40.003,6044303,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1973,307.9,6.744,774,40.493,6169133,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1974,299.2,6.799,747,41.025,6299238,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1975,288.5,6.859,703,41.63,6435274,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1976,277,6.922,683,42.343,6577502,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1977,265.7,6.984,714,43.166,6726016,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1978,255.8,7.041,778,44.081,6881106,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1979,247.8,7.09,766,45.06,7043049,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1980,241.2,7.127,759,46.049,7212088,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1981,236.1,7.152,771,46.984,7388473,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1982,231.8,7.165,767,47.81,7572382,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1983,227.8,7.167,738,48.486,7763888,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1984,223.7,7.159,729,48.992,7963009,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1985,219.2,7.142,801,49.323,8169792,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1986,214.4,7.119,900,49.492,8384383,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1987,209.6,7.092,857,49.55,8606963,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1988,205.8,7.064,898,49.545,8837666,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1989,203.4,7.036,858,49.505,9076631,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1990,202.2,7.007,821,49.454,9323996,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1991,201.8,6.979,872,49.409,9580035,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1992,202.1,6.95,851,49.374,9844931,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1993,202,6.917,857,49.36,10118634,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1994,201.1,6.882,845,49.38,10401025,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1995,199.4,6.844,869,49.449,10692138,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1996,197,6.801,938,49.576,10992170,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1997,194,6.754,970,49.755,11301608,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1998,191.3,6.704,1012,49.984,11621159,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,1999,188.5,6.65,1057,50.262,11951701,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2000,185.7,6.592,1046,50.589,12294012,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2001,182.4,6.531,1084,50.963,12648474,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2002,178.3,6.468,1099,51.375,13015435,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2003,173.1,6.403,1150,51.816,13395599,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2004,166.3,6.335,1167,52.278,13789736,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2005,158.3,6.265,1232,52.75,14198463,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2006,149.4,6.193,1271,53.227,14622202,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2007,139.9,6.116,1304,53.703,15061127,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2008,130.4,6.037,1358,54.174,15515258,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2009,121.4,5.954,1358,54.634,15984479,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2010,113.5,5.869,1431,55.081,16468714,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2011,106.9,5.781,1481,55.513,16967845,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2012,101.4,5.693,1532,55.932,17481984,Sub-Saharan Africa
Burkina Faso,12.673,-1.226,1,2013,96.6,5.605,1588,56.344,18011507,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1964,241.6,7.138,603,42.543,3154474,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1965,243,7.179,610,42.841,3212864,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1966,244.5,7.216,623,43.106,3275465,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1967,245.8,7.247,665,43.332,3341476,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1968,246.7,7.272,645,43.519,3406650,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1969,247.3,7.293,627,43.679,3465190,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1970,247.6,7.311,782,43.833,3513499,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1971,247.5,7.329,827,44.011,3549864,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1972,247.3,7.348,753,44.236,3577187,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1973,247.1,7.37,806,44.522,3602204,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1974,246.9,7.395,788,44.87,3634284,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1975,246.5,7.419,780,45.272,3680401,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1976,245,7.439,826,45.71,3742452,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1977,242,7.452,909,46.158,3819115,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1978,236.9,7.457,879,46.587,3910124,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1979,230.2,7.455,856,46.985,4014190,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1980,221.8,7.45,887,47.347,4129997,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1981,212.3,7.449,945,47.681,4257303,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1982,202.3,7.454,922,47.993,4395560,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1983,192.6,7.469,929,48.278,4542467,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1984,184.2,7.492,908,48.52,4695065,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1985,177.5,7.52,994,48.675,4850597,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1986,172.9,7.546,1014,48.69,5008201,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1987,170.6,7.565,1032,48.546,5166403,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1988,170.1,7.572,1044,48.254,5321108,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1989,170.7,7.564,1037,47.843,5467413,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1990,171.8,7.542,1051,47.381,5601720,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1991,172.9,7.508,1075,46.951,5724030,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1992,173.5,7.465,1062,46.628,5835071,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1993,173.5,7.418,975,46.464,5933293,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1994,172.5,7.368,921,46.477,6017127,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1995,170.5,7.318,835,46.654,6086751,Sub-Saharan Africa
Burundi,-3.333,29.749,1,1996,167.7,7.267,758,46.951,6140258,Sub-Saharan Africa
